ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,atingiu_pv,defasagem,fase_ideal,matematica,portugues,ingles,escola,status_ativo
RA-797,Aluno-797,2024,2P,2P,12.0,Masculino,2021.0,Pública,Agata,6.597315151500001,5.0,7.25,4.840909091,9.168,7.51,6.666666667,6.723333333,,-1.0,,8.0,6.5,,EE Donizetti Aparecido Leite Professor,Cursando
RA-798,ALUNO-798,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-798,ALUNO-798,2021,3.0,R,,,,Escola Pública,Ametista,7.25,5.0,6.5,7.5,9.2,7.5,7.5,7.7,Não,-1.0,,,,,,
RA-798,Aluno-798,2022,0,Q,10.0,Menino,2022.0,Escola Pública,Ametista,7.049,5.0,6.3,8.3,8.0,7.5,,7.667,Não,-2.0,,7.0,5.7,,,
RA-798,Aluno-798,2023,FASE 1,1R,,Masculino,2022.0,Privada - Programa de Apadrinhamento,Ametista,7.018033333,5.0,6.1,8.1,9.0,7.52,6.458333333,6.95,,-1.0,,4.3,7.8,,,
RA-798,Aluno-798,2024,2R,2R,12.0,Masculino,2022.0,Pública,Quartzo,4.6743653679,5.0,4.75,3.5064935065,6.834,7.51,5.0,2.943333333,,-1.0,,4.0,5.5,,EE Maria André Schunck Dona,Cursando
RA-799,ALUNO-799,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-799,ALUNO-799,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-799,Aluno-799,2022,0,Q,10.0,Menina,2022.0,Escola Pública,Ametista,7.676,5.0,7.8,9.6,8.0,7.5,,7.917,Não,-2.0,,8.5,7.2,,,
RA-799,Aluno-799,2023,FASE 1,1R,,Feminino,2022.0,Pública,Topázio,8.061533333,5.0,8.3,9.6,9.5,5.64,8.333333333,8.17,,-1.0,,7.8,8.8,,,
RA-799,Aluno-799,2024,2R,2R,11.0,Feminino,2022.0,Pública,Ametista,7.702648484900001,10.0,5.25,9.090909091,7.918,7.51,7.916666667,7.5,,0.0,,5.0,5.5,,EE Maria André Schunck Dona,Cursando
RA-8,ALUNO-8,2021,5.0,L,,,,Rede Decisão,Topázio,8.269,10.0,7.1,8.6,8.8,7.5,8.0,8.5,Não,0.0,,,,,,
RA-8,Aluno-8,2022,7,A,20.0,Menina,2018.0,Escola Pública,Quartzo,4.786,5.0,1.6,4.6,7.1,6.3,,6.278,Não,-1.0,,1.2,0.7,2.9,,
RA-80,ALUNO-80,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-80,Aluno-80,2022,5,K,16.0,Menina,2017.0,Rede Decisão,Ametista,7.29,5.0,7.1,8.3,9.2,5.0,,7.625,Não,-1.0,,6.5,7.7,7.3,,
RA-80,Aluno-80,2023,FASE 6,6L,,Feminino,2017.0,Privada - Programa de Apadrinhamento,Ametista,7.252275,5.0,6.3,8.4,8.3,6.89,7.96875,7.465,,-1.0,,8.2,5.7,5.0,,
RA-80,Aluno-80,2024,7A,7A,18.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.131659175733333,10.0,7.0,7.8961292116666675,8.751,8.13,8.75,7.946666667,,0.0,,5.0,6.0,10.0,Colégio Arco Íris Evolução,Cursando
RA-800,ALUNO-800,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-800,ALUNO-800,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-800,Aluno-800,2022,0,Q,8.0,Menino,2022.0,Escola Pública,Ágata,6.818,10.0,6.1,5.4,8.0,7.5,,7.5,Não,0.0,,6.3,5.8,,,
RA-801,ALUNO-801,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-801,ALUNO-801,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-801,Aluno-801,2022,0,Q,9.0,Menino,2022.0,Escola Pública,Ágata,6.644,5.0,6.8,6.6,7.0,7.5,,7.5,Não,-1.0,,7.2,6.3,,,
RA-801,Aluno-801,2023,FASE 1,1R,,Masculino,2022.0,Pública,Agata,6.8735,10.0,7.6,7.5,0.0,7.52,6.875,7.12,,0.0,,6.8,8.3,,,
RA-801,Aluno-801,2024,1R,1R,10.0,Masculino,2022.0,Pública,Agata,6.6752,5.0,8.0,5.75,9.002,7.51,6.25,5.745,,-1.0,,7.0,9.0,,EE Luiz Schunck,Cursando
RA-802,ALUNO-802,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-802,ALUNO-802,2021,0.0,Q,,,,Escola Pública,Topázio,9.046,10.0,7.9,10.0,9.5,7.5,8.8,9.4,Sim,0.0,,,,,,
RA-802,Aluno-802,2022,0,Q,9.0,Menino,2021.0,Escola Pública,Ametista,7.831,5.0,8.3,9.0,9.0,7.5,,8.333,Não,-1.0,,9.0,7.5,,,
RA-802,Aluno-802,2023,FASE 1,1R,10.0,Masculino,2021.0,Pública,Topázio,8.126866667,5.0,9.4,9.3,8.0,7.52,8.333333333,7.506666667,,-1.0,,9.3,9.5,,,
RA-802,Aluno-802,2024,2R,2R,11.0,Masculino,2021.0,Pública,Ametista,7.8317974024999994,10.0,8.75,7.012987013,7.502,7.51,8.333333333,6.723333333,,0.0,,9.0,8.5,,EE Maria André Schunck Dona,Cursando
RA-803,ALUNO-803,2021,0.0,K,,,,Escola Pública,Ametista,7.133,5.0,6.6,6.7,8.5,7.5,8.8,7.5,Não,-1.0,,,,,,
RA-803,Aluno-803,2022,0,Q,10.0,Menina,2022.0,Escola Pública,Ágata,6.98,5.0,6.3,7.2,10.0,7.5,,7.417,Não,-2.0,,6.5,6.0,,,
RA-804,ALUNO-804,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-804,ALUNO-804,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-804,Aluno-804,2022,0,Q,10.0,Menino,2022.0,Escola Pública,Ágata,6.848,5.0,4.8,8.4,10.0,6.3,,7.667,Não,-2.0,,5.5,4.0,,,
RA-804,Aluno-804,2023,FASE 1,1R,11.0,Masculino,2022.0,Pública,Ametista,7.2352,5.0,6.9,8.6,10.0,6.27,5.833333333,7.173333333,,-1.0,,6.2,7.5,,,
RA-805,ALUNO-805,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-805,ALUNO-805,2021,1.0,J,,,,Escola Pública,Ametista,6.993,10.0,5.1,5.8,8.5,7.5,8.1,6.9,Não,0.0,,,,,,
RA-805,Aluno-805,2022,0,R,8.0,Menino,2021.0,Escola Pública,Topázio,8.279,10.0,8.8,9.0,9.5,7.5,,7.333,Não,0.0,,8.7,8.9,,,
RA-805,Aluno-805,2023,ALFA,ALFA Q - G2/G3,9.0,Masculino,2021.0,Pública,Agata,6.492,5.0,6.8,9.1,0.0,7.52,6.25,7.175,,-1.0,,6.8,6.8,,,
RA-805,Aluno-805,2024,1R,1R,10.0,Masculino,2021.0,Pública,Agata,6.9375869048,5.0,6.0,9.523809524,8.502,4.38,7.03125,6.7075,,-1.0,,7.0,5.0,,EE Luiz Schunck,Cursando
RA-806,ALUNO-806,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-806,ALUNO-806,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-806,Aluno-806,2022,0,R,8.0,Menino,2022.0,Escola Pública,Ametista,7.561,10.0,6.6,7.3,9.5,7.5,,7.917,Não,0.0,,5.0,8.2,,,
RA-806,Aluno-806,2023,ALFA,ALFA Q - G2/G3,9.0,Masculino,2022.0,Pública,Ametista,7.2937,5.0,7.8,8.3,8.5,6.27,6.875,7.095,,-1.0,,7.8,7.7,,,
RA-806,Aluno-806,2024,1R,1R,10.0,Masculino,2022.0,Pública,Agata,6.972777380900001,5.0,6.75,6.9047619045,8.502,7.51,7.65625,6.875,,-1.0,,6.5,7.0,,EE Luiz Schunck,Cursando
RA-807,ALUNO-807,2021,1.0,E,,,,Escola Pública,Topázio,9.176,10.0,9.1,10.0,10.0,5.0,9.0,9.8,Sim,0.0,,,,,,
RA-807,Aluno-807,2022,0,R,8.0,Menino,2022.0,Escola Pública,Topázio,8.121,10.0,9.0,8.7,9.5,6.3,,7.5,Não,0.0,,9.5,8.6,,,
RA-807,Aluno-807,2023,ALFA,ALFA Q - G2/G3,9.0,Masculino,2022.0,Pública,Ametista,7.8632,5.0,8.0,9.1,9.5,7.52,6.25,8.08,,-1.0,,8.3,7.7,,,
RA-807,Aluno-807,2024,1R,1R,10.0,Masculino,2022.0,Pública,Ametista,7.797628571400001,10.0,7.0,7.8571428569999995,9.002,7.51,7.5,7.125,,0.0,,6.0,8.0,,EE Luiz Schunck,Cursando
RA-808,ALUNO-808,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-808,ALUNO-808,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-808,Aluno-808,2022,0,R,8.0,Menino,2022.0,Escola Pública,Topázio,8.361,10.0,9.3,9.1,10.0,6.3,,8.0,Não,0.0,,9.7,8.8,,,
RA-808,Aluno-808,2023,ALFA,ALFA S - G2/G3,9.0,Masculino,2022.0,Pública,Topázio,8.1932,5.0,8.7,10.0,10.0,2.52,7.5,9.755,,-1.0,,8.7,8.7,,,
RA-808,Aluno-808,2024,1R,1R,10.0,Masculino,2022.0,Pública,Topázio,8.7897,10.0,8.75,10.0,9.002,7.51,8.125,7.88,,0.0,,7.5,10.0,,EE Luiz Schunck,Cursando
RA-809,ALUNO-809,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-809,ALUNO-809,2021,1.0,G,,,,Escola Pública,Quartzo,4.769,5.0,0.0,2.5,10.0,7.5,7.2,6.5,Não,-1.0,,,,,,
RA-809,Aluno-809,2022,0,R,7.0,Menino,2022.0,Escola Pública,Ametista,7.259,10.0,6.3,6.6,10.0,6.3,,7.417,Não,0.0,,5.5,7.1,,,
RA-81,ALUNO-81,2021,5.0,L,,,,Rede Decisão,Ágata,6.188,5.0,6.5,5.8,6.3,2.5,8.1,7.7,Não,-1.0,,,,,,
RA-81,Aluno-81,2022,5,K,14.0,Menina,2017.0,Rede Decisão,Ametista,7.675,10.0,6.0,9.2,9.2,5.0,,7.458,Não,1.0,,5.5,5.2,7.3,,
RA-81,Aluno-81,2023,FASE 5,5L,15.0,Feminino,2017.0,Privada - Programa de Apadrinhamento,Ametista,7.45425,10.0,6.3,8.8,9.6,2.52,7.8125,7.2125,,0.0,,8.7,4.7,5.5,,
RA-81,Aluno-81,2024,6L,6L,16.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.256566666666668,10.0,7.5,9.333333333333334,9.168,6.26,7.875,7.798,,0.0,,9.0,6.5,7.0,Colégio Arco Íris Evolução,Cursando
RA-810,ALUNO-810,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-810,ALUNO-810,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-810,Aluno-810,2022,0,R,8.0,Menino,2021.0,Escola Pública,Ametista,7.887,10.0,9.6,9.1,8.5,5.0,,7.25,Não,0.0,,9.7,9.5,,,
RA-810,Aluno-810,2023,FASE 1,1P,9.0,Masculino,2021.0,Pública,Ametista,7.782866667,10.0,6.9,8.5,8.0,7.52,5.833333333,7.836666667,,0.0,,6.3,7.5,,,
RA-810,Aluno-810,2024,1P,1P,10.0,Masculino,2021.0,Pública,Ametista,7.704770175400001,5.0,9.0,9.4736842105,7.502,5.635,6.458333333,7.7525,,-1.0,,8.0,10.0,,EE Helio Luiz Dobrochinski Prof,Cursando
RA-811,ALUNO-811,2021,2.0,B,,,,Rede Decisão,Ametista,7.196,5.0,6.3,8.3,8.0,7.5,7.5,7.3,Não,-1.0,,,,,,
RA-811,Aluno-811,2022,0,R,9.0,Menina,2021.0,Escola Pública,Ágata,6.575,5.0,7.3,5.7,8.9,5.6,,7.667,Não,-1.0,,8.9,5.7,,,
RA-812,ALUNO-812,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-812,ALUNO-812,2021,0.0,Q,,,,Escola Pública,Ametista,8.075,5.0,7.1,10.0,10.0,7.5,7.5,8.3,Não,-2.0,,,,,,
RA-812,Aluno-812,2022,0,R,8.0,Menino,2022.0,Escola Pública,Ametista,7.497,10.0,7.4,8.1,9.0,5.6,,7.333,Não,0.0,,8.3,6.6,,,
RA-812,Aluno-812,2023,ALFA,ALFA Q - G2/G3,8.0,Masculino,2022.0,Pública,Topázio,8.0357,10.0,5.8,9.1,9.5,7.52,6.875,8.33,,0.0,,6.3,5.3,,,
RA-813,ALUNO-813,2021,2.0,F,,,,Escola Pública,Ametista,7.275,10.0,3.9,7.5,9.0,7.5,7.7,7.8,Não,0.0,,,,,,
RA-813,Aluno-813,2022,0,S,8.0,Menino,2022.0,Escola Pública,Ametista,7.093,10.0,6.0,6.5,9.5,6.9,,7.417,Não,0.0,,6.7,5.3,,,
RA-813,Aluno-813,2023,FASE 1,1R,,Masculino,2022.0,Pública,Ametista,7.5867,10.0,3.9,8.4,9.5,7.52,8.125,8.06,,0.0,,2.3,5.5,,,
RA-814,ALUNO-814,2021,2.0,E,,,,Escola Pública,Ágata,6.231,5.0,4.4,5.0,7.9,7.5,7.9,7.6,Não,-1.0,,,,,,
RA-814,Aluno-814,2022,0,S,9.0,Menino,2022.0,Escola Pública,Ametista,7.592,5.0,7.5,9.0,8.9,6.9,,8.417,Sim,-1.0,,7.8,7.2,,,
RA-814,Aluno-814,2023,FASE 1,1P,10.0,Masculino,2022.0,Pública,Topázio,8.367866667,5.0,8.2,9.6,9.5,6.89,8.333333333,9.226666667,,-1.0,,7.8,8.5,,,
RA-814,Aluno-814,2024,2P,2P,11.0,Masculino,2022.0,Pública,Ametista,7.971648484800001,10.0,7.5,9.090909091,7.418,7.51,7.5,7.053333333,,0.0,,8.0,7.0,,EE Donizetti Aparecido Leite Professor,Cursando
RA-815,ALUNO-815,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-815,ALUNO-815,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-815,Aluno-815,2022,0,S,9.0,Menino,2022.0,Escola Pública,Ágata,6.81,5.0,6.5,7.9,10.0,5.6,,7.0,Não,-1.0,,7.7,5.3,,,
RA-815,Aluno-815,2023,FASE 1,1R,,Masculino,2022.0,Pública,Agata,6.122166667,5.0,6.5,8.6,0.0,5.02,6.875,7.063333333,,-1.0,,7.0,6.0,,,
RA-816,ALUNO-816,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-816,ALUNO-816,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-816,Aluno-816,2022,0,S,9.0,Menina,2022.0,Escola Pública,Topázio,8.513,5.0,9.6,9.3,10.0,7.5,,9.417,Sim,-1.0,,9.5,9.7,,,
RA-816,Aluno-816,2023,FASE 1,1P,,Feminino,2022.0,Pública,Topázio,8.5572,5.0,8.9,9.8,7.5,7.52,9.583333333,9.283333333,,-1.0,,7.8,10.0,,,
RA-816,Aluno-816,2024,2P,2P,11.0,Feminino,2022.0,Privada - Programa de Apadrinhamento,Topázio,8.929745454599999,10.0,9.25,9.7727272725,7.002,7.51,9.166666667,8.786666667,,0.0,,8.5,10.0,,Colégio Arco Íris Evolução,Cursando
RA-817,ALUNO-817,2021,2.0,C,,,,Escola Pública,Ametista,7.549,2.5,7.6,7.5,9.0,7.5,7.9,9.2,Sim,-3.0,,,,,,
RA-817,Aluno-817,2022,0,S,8.0,Menina,2022.0,Escola Pública,Ametista,7.819,10.0,7.1,8.7,10.0,6.3,,7.417,Não,0.0,,7.7,6.5,,,
RA-817,Aluno-817,2023,FASE 1,1R,,Feminino,2022.0,Pública,Ametista,7.8597,10.0,5.4,8.8,9.5,6.89,8.125,7.89,,0.0,,5.0,5.7,,,
RA-818,ALUNO-818,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-818,ALUNO-818,2021,0.0,O,,,,Escola Pública,Ametista,6.958,10.0,4.4,6.7,8.0,7.5,7.5,7.3,Não,0.0,,,,,,
RA-818,Aluno-818,2022,0,S,7.0,Menino,2022.0,Escola Pública,Ametista,7.483,10.0,6.2,7.3,9.5,7.5,,7.5,Não,0.0,,6.5,5.8,,,
RA-818,Aluno-818,2023,FASE 1,1R,,Masculino,2022.0,Pública,Ametista,7.997366667,10.0,6.2,8.4,10.0,7.52,8.125,7.613333333,,1.0,,5.5,6.8,,,
RA-819,ALUNO-819,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-819,ALUNO-819,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-819,Aluno-819,2022,0,S,8.0,Menino,2022.0,Escola Pública,Ametista,7.741,10.0,7.3,7.9,10.0,7.5,,7.333,Não,0.0,,8.0,6.5,,,
RA-819,Aluno-819,2023,FASE 1,1P,9.0,Masculino,2022.0,Pública,Ametista,7.944833333,10.0,9.5,8.3,0.0,7.52,8.541666667,8.893333333,,0.0,,9.7,9.3,,,
RA-819,Aluno-819,2024,2U,2U,10.0,Masculino,2022.0,Pública,Topázio,8.652552484400001,10.0,9.0,7.784679089,10.002,7.51,8.4375,8.503333333,,1.0,,8.0,10.0,,Estuda em outra cidade,Cursando
RA-82,ALUNO-82,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-82,Aluno-82,2022,5,K,17.0,Menina,2022.0,Escola Pública,Ágata,6.596,5.0,5.5,6.8,8.8,7.5,,6.417,Não,-2.0,,6.0,5.0,,,
RA-820,ALUNO-820,2021,5.0,B,,,,Rede Decisão,Ametista,8.073,10.0,8.2,6.1,8.8,7.5,8.6,8.7,Não,0.0,,,,,,
RA-820,Aluno-820,2022,0,T,9.0,Menino,2022.0,Escola Pública,Ametista,7.417,5.0,6.0,10.0,9.5,6.9,,7.583,Não,-1.0,,7.7,4.3,,,
RA-820,Aluno-820,2023,FASE 1,1F,10.0,Masculino,2022.0,Pública,Ametista,7.85605,5.0,8.9,7.4,7.9,7.52,9.0625,8.28,,-1.0,,9.2,8.5,,,
RA-820,Aluno-820,2024,2I,2I,11.0,Masculino,2022.0,Pública,Ametista,7.426572549100001,10.0,6.25,6.573529412,10.002,7.51,8.333333333,6.386666667,,0.0,,6.0,6.5,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-821,ALUNO-821,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-821,Aluno-821,2022,0,T,10.0,Menino,2022.0,Escola Pública,Ágata,6.342,5.0,4.6,7.0,9.0,7.5,,6.917,Não,-2.0,,5.2,4.0,,,
RA-821,Aluno-821,2024,2A,2A,11.0,Masculino,2022.0,Pública,Agata,6.643866666600001,10.0,4.25,5.9166666665,8.502,7.51,6.666666667,6.713333333,,0.0,,4.5,4.0,,EE Mario Francisco de Amorim,Cursando
RA-822,ALUNO-822,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-822,ALUNO-822,2021,0.0,T,,,,Escola Pública,Topázio,8.758,10.0,6.6,10.0,9.5,7.5,8.1,9.7,Sim,0.0,,,,,,
RA-822,Aluno-822,2022,0,T,10.0,Menino,2022.0,Escola Pública,Ágata,6.922,5.0,6.1,8.4,8.0,7.5,,7.083,Não,-2.0,,6.5,5.7,,,
RA-822,Aluno-822,2023,ALFA,ALFA I - G2/G3,,Masculino,2022.0,Pública,Agata,6.4497,5.0,7.1,8.4,8.5,2.52,5.625,5.925,,-2.0,,8.0,6.2,,,
RA-822,Aluno-822,2024,1H,1H,12.0,Masculino,2022.0,Pública,Quartzo,5.2645678524,5.0,6.75,4.6245059285,0.0,5.01,6.666666667,6.61,,-2.0,,7.5,6.0,,EE João Ortiz Rodrigues,Cursando
RA-823,ALUNO-823,2021,2.0,N,,,,Rede Decisão,Ametista,7.207,10.0,3.9,7.1,8.5,7.5,7.9,8.1,Não,0.0,,,,,,
RA-823,Aluno-823,2022,0,T,10.0,Menina,2021.0,Escola Pública,Quartzo,5.989,5.0,2.8,6.0,10.0,7.5,,7.167,Não,-2.0,,4.0,1.7,,,
RA-824,ALUNO-824,2021,1.0,M,,,,Escola Pública,Ametista,7.76,5.0,4.9,10.0,9.0,7.5,8.1,9.1,Sim,-1.0,,,,,,
RA-824,Aluno-824,2022,0,T,8.0,Menino,2022.0,Escola Pública,Ágata,6.799,10.0,6.0,4.4,10.0,6.9,,7.333,Não,0.0,,7.0,5.0,,,
RA-825,ALUNO-825,2021,3.0,M,,,,Escola JP II,Quartzo,4.286,5.0,1.2,2.8,7.9,6.3,6.3,4.8,Não,-1.0,,,,,,
RA-825,Aluno-825,2022,0,T,9.0,Menina,2021.0,Escola Pública,Ametista,7.25,5.0,7.6,8.2,7.5,6.9,,7.917,Não,-1.0,,8.3,6.8,,,
RA-826,ALUNO-826,2021,2.0,L,,,,Escola Pública,Quartzo,4.186,5.0,1.0,2.5,0.0,7.5,7.9,7.2,Não,-1.0,,,,,,
RA-826,Aluno-826,2022,0,U,8.0,Menino,2022.0,Escola Pública,Ametista,7.776,10.0,5.4,9.6,9.5,7.5,,7.5,Não,0.0,,4.3,6.5,,,
RA-826,Aluno-826,2023,ALFA,ALFA N - G2/G3,,Masculino,2022.0,Pública,Ametista,7.77645,5.0,7.3,10.0,10.0,3.77,7.8125,8.34,,-1.0,,7.0,7.5,,,
RA-826,Aluno-826,2024,1L,1L,10.0,Masculino,2022.0,Pública,Ametista,7.9442,5.0,6.75,10.0,10.002,6.26,7.5,8.59,,-1.0,,5.5,8.0,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-827,ALUNO-827,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-827,ALUNO-827,2021,0.0,S,,,,Escola Pública,Ágata,6.733,5.0,6.0,5.0,9.0,7.5,7.5,8.2,Não,-1.0,,,,,,
RA-827,Aluno-827,2022,0,U,10.0,Menina,2022.0,Escola Pública,Ametista,7.412,5.0,7.6,7.0,9.5,7.5,,8.667,Sim,-2.0,,7.7,7.5,,,
RA-827,Aluno-827,2023,FASE 1,1M,,Feminino,2022.0,Pública,Ametista,7.419925,5.0,8.1,8.1,7.9,3.14,8.28125,8.73,,-1.0,,7.7,8.5,,,
RA-827,Aluno-827,2024,2K,2K,12.0,Feminino,2022.0,Pública,Topázio,8.2483467391,10.0,7.25,9.782608695499999,10.002,5.01,7.65625,7.875,,0.0,,6.0,8.5,,EE Maria André Schunck Dona,Cursando
RA-828,ALUNO-828,2021,5.0,L,,,,Rede Decisão,Ametista,7.482,5.0,7.3,7.5,9.2,7.5,8.1,7.7,Não,-1.0,,,,,,
RA-828,Aluno-828,2022,0,U,9.0,Menina,2022.0,Escola Pública,Ametista,7.139,5.0,6.9,7.1,9.5,7.5,,7.833,Não,-1.0,,7.3,6.5,,,
RA-829,ALUNO-829,2021,3.0,F,,,,Escola Pública,Ágata,6.418,10.0,3.6,3.9,10.0,7.5,7.3,7.2,Não,0.0,,,,,,
RA-829,Aluno-829,2022,0,U,8.0,Menina,2022.0,Escola Pública,Ametista,8.003,10.0,7.8,8.6,9.0,7.5,,7.5,Não,0.0,,8.2,7.5,,,
RA-829,Aluno-829,2023,FASE 1,1M,9.0,Feminino,2022.0,Pública,Topázio,8.532075,10.0,8.4,9.4,9.0,3.14,9.21875,9.23,,0.0,,7.5,9.2,,,
RA-829,Aluno-829,2024,2K,2K,10.0,Feminino,2022.0,Privada - Programa de Apadrinhamento,Topázio,9.171825000000002,10.0,8.0,9.75,9.502,9.38,8.90625,9.215,,1.0,,6.0,10.0,,Colégio Arco Íris Evolução,Cursando
RA-83,ALUNO-83,2021,5.0,B,,,,Rede Decisão,Ágata,5.987,10.0,3.0,6.4,6.7,3.8,7.3,6.7,Não,0.0,,,,,,
RA-83,Aluno-83,2022,5,K,17.0,Menina,2022.0,Escola Pública,Ágata,6.671,5.0,6.8,6.8,7.9,7.5,,5.958,Não,-2.0,,6.0,7.5,,,
RA-830,ALUNO-830,2021,5.0,B,,,,Rede Decisão,Topázio,8.506,10.0,7.9,7.8,10.0,7.5,8.8,8.8,Não,1.0,,,,,,
RA-830,Aluno-830,2022,0,U,9.0,Menina,2022.0,Escola Pública,Ametista,7.234,5.0,6.0,8.6,10.0,7.5,,7.5,Não,-1.0,,5.8,6.2,,,
RA-830,Aluno-830,2023,ALFA,ALFA U - G2/G3,9.0,Feminino,2022.0,Pública,Agata,6.78,5.0,8.3,8.9,0.0,3.14,6.25,9.505,,-1.0,,8.3,8.3,,,
RA-830,Aluno-830,2024,1L,1L,11.0,Feminino,2022.0,Pública,Ametista,7.1373428571,5.0,6.75,7.619047619,9.002,5.63,8.333333333,7.335,,-1.0,,6.5,7.0,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-831,ALUNO-831,2021,1.0,M,,,,Escola Pública,Ametista,7.351,5.0,3.6,10.0,9.5,7.5,7.7,8.3,Não,-2.0,,,,,,
RA-831,Aluno-831,2022,0,U,9.0,Menino,2022.0,Escola Pública,Ametista,7.41,5.0,7.2,9.2,9.5,7.5,,7.167,Não,-1.0,,7.3,7.0,,,
RA-831,Aluno-831,2023,ALFA,ALFA N - G2/G3,9.0,Masculino,2022.0,Pública,Ametista,7.71645,5.0,8.3,9.4,8.0,3.77,7.8125,8.59,,-1.0,,8.8,7.8,,,
RA-831,Aluno-831,2024,1K,1K,10.0,Masculino,2022.0,Pública,Topázio,8.0066285715,5.0,7.75,9.523809524,10.002,6.26,7.916666667,8.17,,-1.0,,6.5,9.0,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-832,ALUNO-832,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-832,ALUNO-832,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-832,Aluno-832,2022,0,U,9.0,Menino,2022.0,Escola Pública,Topázio,8.179,5.0,8.8,9.2,10.0,7.5,,8.833,Sim,-1.0,,8.8,8.8,,,
RA-832,Aluno-832,2023,FASE 1,1L,10.0,Masculino,2022.0,Pública,Topázio,8.2697,5.0,8.5,9.5,10.0,7.52,7.708333333,8.283333333,,-1.0,,9.2,7.7,,,
RA-832,Aluno-832,2024,2U,2U,11.0,Masculino,2022.0,Pública,Topázio,8.2403304348,10.0,8.0,8.695652174,9.002,7.51,7.5,7.5,,0.0,,7.0,9.0,,EE Helio Luiz Dobrochinski Prof,Cursando
RA-833,ALUNO-833,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-833,ALUNO-833,2021,0.0,K,,,,Escola Pública,Ágata,5.825,5.0,4.4,8.3,8.5,4.4,2.5,6.2,Não,-1.0,,,,,,
RA-833,Aluno-833,2022,0,U,9.0,Menino,2022.0,Escola Pública,Ametista,7.791,5.0,7.8,9.5,10.0,7.5,,7.583,Não,-1.0,,8.2,7.5,,,
RA-833,Aluno-833,2023,FASE 1,1M,,Masculino,2022.0,Pública,Ametista,7.81295,5.0,7.4,9.5,10.0,3.77,8.4375,8.56,,-1.0,,7.3,7.5,,,
RA-833,Aluno-833,2024,2U,2U,11.0,Masculino,2022.0,Pública,Topázio,8.5184577641,10.0,8.0,9.3271221535,9.002,7.51,8.125,7.946666667,,0.0,,9.0,7.0,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-834,ALUNO-834,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-834,ALUNO-834,2021,3.0,H,,,,Escola Pública,Quartzo,5.506,5.0,5.8,3.1,6.7,6.9,7.3,5.7,Não,-1.0,,,,,,
RA-834,Aluno-834,2022,0,U,9.0,Menino,2022.0,Escola Pública,Topázio,8.136,5.0,9.0,9.0,9.0,7.5,,9.083,Sim,-1.0,,9.2,8.8,,,
RA-834,Aluno-834,2023,FASE 1,1N,,Masculino,2022.0,Pública,Topázio,8.662616667,5.0,9.2,9.9,9.0,6.27,9.6875,9.283333333,,-1.0,,9.0,9.3,,,
RA-834,Aluno-834,2024,2L,2L,11.0,Masculino,2022.0,Pública,Topázio,8.513646169700001,10.0,8.75,9.109730849,8.002,6.26,7.708333333,8.723333333,,0.0,,9.0,8.5,,EE Maria André Schunck Dona,Cursando
